	NR	Malgruppe	Alder	Region	Kjonnsidentitet	KID_egne_ord	Cis	Spesifiser_Cis	Pronomener	Intersex	Seksuell_orientering_1	Seksuell_orientering_2	Seksuell_orientering_3	Seksuell_orientering_4	Seksuell_orientering_5	Seksuell_orientering_6	Seksuell_orientering_7	Seksuell_orientering_8	SO_egne_ord	Annen_RO	RO_1	RO_2	RO_3	RO_4	RO_5	RO_6	RO_7	RO_8	RO_egne_ord	Synlig_Skeiv_1	Synlig_Skeiv_2	Synlig_Skeiv_3	Synlig_Skeiv_4	Synlig_Skeiv_5	Skeiv_ID	Marginalisert_ident	Spesifiser_marg_ident	Sist_besok	Hyppighet	Urban	Deichman	Valgt_andre_bib	UV	UBU	Andre_temaer	Arr	utlan	bla_i	datamaskin	still_spm	utrygt	m_med_respekt	feilkjonnet	antatt_orientering	Interaksjon_bibansatt_1	Interaksjon_bibansatt_2	Interaksjon_bibansatt_3	Interaksjon_bibansatt_4	Interaksjon_brukere_1	Interaksjon_brukere_2	Interaksjon_brukere_3	Interaksjon_brukere_4	Utvalg_KID	Utvalg_Orientering	Utvalg_Intersex	Utvalg_lykkelig	Utvalg_fag	Aldri_tenkt	Utrygt_stille_spm	Rep_matters_B	Bib_pleier_ha	Alltid_velkommen	Trygge_rom_gen_B	Ingen_rolle	Ingenting_tilby	Bibs_ansvar	Minoritetsstress_ansatte	Minoritetsstress_brukere	Lhbtiq_vennlig	Rom_for_forbedring	Andre_brukere	Helt_meg_selv	Ikke_velkommen	Ingen_rolle_IB	Trygge_rom_pers_IB	Trygge_rom_gen_IB	Godt_utvalg	Skeiv_medieforbruk_pos	Skeiv_medieforbruk_neg	Rep_matters_IB	Mer_skj_item	Mer_skj_skaper	Mer_skj_mangfold	Mer_faglitt	Mer_BU	Bedre_gjenfinning	Info	Kompetanseheving	Apne_ansatte	Tredje_KI	Selvbestemt_KID	Endre_KID	Toaletter	Pronomen_bruk	Nulltoleranse	Skilting	Behov_kompetanseheving	Overall_tilfredshet	Svartid
501	12678548	Y	30-44	O	M		Y		Han	N				LG	Q					N												I			2.0	N		3-11 måneder siden	1-2 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	0.0	0.0	-1.0	-1.0	2.0	-1.0	N	Y			U				U		-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	2.0	-2.0	-1.0	-1.0	-2.0	1.0	2.0	2.0	2.0	-2.0	2.0	1.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	1.0	14 minutter 54 sekunder
502	12679326	Y	45-60	O	K	Dame	Y		Hun/henne	N				LG	Q				Skeiv eller lesbisk	N											S				1.0	N		3-6 år siden	1-2 ganger		Y	N					-1.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	1.0	2.0	0.0	0.0	0.0	2.0	-2.0	1.0		2.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0	-1.0	2.0	1.0									2	1	2	1	2	1	0	1	-1	1	1	1	2	0	2	2	5.0	6.0	17 minutter 51 sekunder
503	12680620	Y	45-60	O	M	Skeiv	N		Panfil	N					Q				Homofil	Y				LG					Sexy	Y					2.0	Y		6 år siden eller mer																																													2.0	2.0	2.0	2.0	2.0	2.0	-2.0	2.0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2			25 minutter 26 sekunder
504	12687395	Y	Over_60	O	M		Y		han	N			Bi						homo	N												I			1.0	U	fedme. ufør	3-11 måneder siden	3-5 ganger		Y	N	0.0	-2.0	0.0	0.0	-1.0	1.0	1.0	0.0	-1.0	1.0	N	N				N				N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0									0	0	0	1	1	1	1	0	0	0	0	0	0	0	-1	1	3.0	5.0	19 minutter 48 sekunder
505	12689022	Y	16-29	S	NONE	Biologisk kvinne, kjønnsidentitet flytende	NONE	Biologisk kvinne, kjønnsidentitet flytende	Alle	N					Q					Y						Fluid				Y					1.0	U	Usynlig / lite synlige funksjonsnedsettelser som kommer frem i visse settinger	Mindre enn 3 måneder siden	10-19 ganger	N	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N			U	N	-2.0	-2.0		0.0	-2.0	1.0		0.0		0.0	0.0	0.0	0.0	1.0		0.0			1.0										1	1	1	2	2	2	0	2	1	0	0	0	0	0	2	-2	6.0	3.0	20 minutter 55 sekunder
506	12689366	Y	30-44	O	SU		N		Hun	N				LG						N										Y					-1.0	N		6 år siden eller mer																																													-2.0	2.0	-2.0	2.0	1.0		-2.0	0.0	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2			24 minutter 49 sekunder
507	12692685	Y	16-29	O	K		Y		Hun/henne	N			Bi		Q				Bifil, skeiv	N											S	I			2.0	Y		Mindre enn 3 måneder siden	6-9 ganger		Y	N	-2.0	-2.0	1.0	0.0	0.0	1.0	-2.0	-2.0	-2.0	2.0	N	U			U				U		2.0	-2.0		1.0	0.0	-2.0		2.0	-1.0	1.0	1.0	0.0	-2.0	2.0	-1.0	0.0	2.0	0.0	0.0	1.0									2	2	2	2	2	2	1	2	1	2	1	2	2	0	2	0	4.0	5.0	27 minutter 33 sekunder
508	12693725	Y	16-29	O	K		Y		Hun/henne	N					Q	Fluid				N										Y					1.0	Y		Mindre enn 3 måneder siden	10-19 ganger	N	N	Y	-1.0	-1.0	-2.0	-2.0	0.0	-1.0	-2.0	-1.0	-2.0	2.0	N	N				N				N	1.0	1.0		1.0	-1.0	-2.0	-2.0	2.0	-1.0	2.0	2.0	2.0	-1.0	2.0	-2.0	-2.0	2.0	-2.0	-2.0	1.0									1	1	2	2	1	0	1	1	0	2	2	2	2	1	2	1	5.0	2.0	33 minutter 32 sekunder
509	12694800	Y	30-44	V	K		Y		Hun/henne/de/dem	N			Bi						Bifil	N											S				1.0	Y		Mindre enn 3 måneder siden	10-19 ganger	Y	N	Y	-1.0	-1.0	-1.0	-1.0	0.0	1.0	-2.0	-2.0	-1.0	2.0	N	N			U			Y_Neg			2.0	-1.0		-1.0		0.0	-1.0	0.0	1.0	2.0	2.0	1.0	-2.0	1.0	0.0	-2.0	1.0	0.0	2.0	1.0									2	2	2	1	2	2	1	1	1	2	1	1	1	0	2	0	5.0	6.0	9 minutter 59 sekunder
510	12695127	Y	16-29	O	M		Y		han/ham	N					Q		SU			SU					Q		SU					I			1.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	N	0.0	0.0	-2.0	-2.0	-1.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-1.0	-1.0	1.0	-1.0	-1.0	1.0		1.0		2.0	1.0	1.0		1.0	-2.0	-2.0	1.0			1.0									1	1	2	2	2	1	2	2	1	2	1	2	2	2	2	0	5.0	6.0	19 minutter 39 sekunder
511	12695145	Y	16-29	O	IB		N		Han	N					Q					Y				LG							S	I			2.0	Y		3-6 år siden	1-2 ganger	Y	N	N					-2.0	-2.0	-2.0	-2.0	-2.0	2.0	U	N				N				N	-1.0	0.0		0.0	0.0	1.0		2.0		2.0	2.0	2.0	0.0	2.0	-2.0	0.0	0.0	0.0		0.0									2	2	2	2	2	2	2	1	0	2	2	2	2	0	2	0	5.0	4.0	17 minutter 58 sekunder
512	12695504	Y	30-44	O	M	mann	Y		han/ham	N			Bi						biseksuell	N												I			1.0	Y		3-11 måneder siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	U	N				N			U		2.0	2.0				0.0	-2.0	0.0		2.0		2.0	-2.0	-1.0	-2.0	-2.0	2.0	-2.0	-2.0	2.0									-1	-1	-1	-1	-1	-1	0	-2	0	0	0	0	1	0	0	-2	1.0	7.0	17 minutter 16 sekunder
513	12699984	Y	30-44	O	K	Kvinne	Y		Hun/henne	N			Bi		Q				Bifil	N												I			1.0	N		Mindre enn 3 måneder siden	6-9 ganger	Y	Y	N	-1.0	-1.0	-1.0	0.0	0.0	0.0	-2.0	-1.0	-2.0	1.0	N	N	Y_Pos						U		-1.0	-1.0		-1.0	-2.0	1.0	-1.0	1.0	-1.0	2.0	1.0	2.0	-1.0	2.0	-2.0	-2.0	1.0	0.0	1.0	2.0									1	1	1	1	2	2	-1	1	2	2	2	2	2	2	2	2	5.0	5.0	6 minutter 55 sekunder
514	12700557	Y	16-29	V	IB		N		Alle	N				LG					Sapphic	N											S				2.0	N		3-11 måneder siden	1-2 ganger	N		Y	-1.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	2.0	Y	Y	Y_Pos	Y_Neg					U		0.0	-2.0	-2.0	-2.0	-2.0	2.0	1.0	2.0	-2.0	-1.0	1.0	-2.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	-2.0									2	2	2	2	2	2	0	0	1	2	2	2	2	0	2	1	6.0	1.0	45 minutter 59 sekunder
515	12729361	Y	16-29	V	M		Y		Han	N	Ace		Bi						Panfil, demi/aseksuell/aego	SU	Aro		Bi									I			1.0	Y		Mindre enn 3 måneder siden	3-5 ganger	Y	N	Y	-2.0	-2.0	-2.0	1.0	-2.0	-1.0	-2.0	-2.0	-2.0	1.0	N	U				N				N	2.0	-1.0		0.0	-1.0	2.0	1.0	0.0		1.0	2.0	2.0	0.0	0.0	-2.0	-1.0	0.0	0.0	0.0	0.0									1	1	1	1	1	0	1	1	0	1	1	1	2	1	0	0	4.0	4.0	13 minutter 42 sekunder
516	12729443	Y	45-60	V	K		Y		hun/henne	N			Bi		Q	Fluid			skeiv	Y			Bi		Q	Fluid						I		U	2.0	N		3-11 måneder siden	1-2 ganger	Y	N	N	-2.0	-2.0	1.0	-2.0	0.0	0.0	0.0	0.0	-2.0	1.0	N	N				N				N	2.0	0.0		0.0	0.0	-2.0	-2.0	1.0	-1.0	2.0	2.0	1.0	-2.0	0.0	-2.0	-2.0	2.0	0.0		2.0									1	1	1	1	1	0	0	-2	-1	-1	-1	-1	1	-1	2	-2	2.0	7.0	21 minutter 17 sekunder
517	12730664	Y	16-29	V	IB	transmaskulin	N		han/hen/dem	U				LG	Q					N											S	I			0.0	U	overvektig	3-11 måneder siden	1-2 ganger	Y	N	N	-2.0	0.0	0.0	-2.0	0.0	1.0	-2.0	-2.0	-2.0	1.0	U	N			U	N			U		-1.0	1.0		0.0	-1.0	2.0	1.0	1.0		1.0	1.0	1.0	-1.0	1.0	-2.0	-1.0	0.0	0.0	1.0	1.0									2	2	1	2	1	1	1	2	2	2	2	2	1	2	2	1	6.0	5.0	17 minutter 18 sekunder
518	12730794	Y	Over_60	V	K		Y		Hun/henne	N				LG					Lesbisk	N											S				1.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	0.0	0.0	0.0	0.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	2.0		-1.0	2.0	2.0	-2.0	1.0		0.0	0.0	0.0	-2.0	0.0	-2.0	-2.0	0.0	0.0		0.0									0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	1.0	4.0	14 minutter 1 sekund
519	12732192	Y	16-29	V	K		N		Hun/henne	N				LG	Q					Y			Bi	LG								I			1.0	Y		Mindre enn 3 måneder siden	3-5 ganger	Y	N	N	0.0	0.0	0.0	0.0	0.0	-1.0	-2.0	-2.0	-1.0	2.0	N	N			U				U		2.0	1.0		1.0	0.0	-1.0	1.0	1.0	0.0	2.0	2.0	2.0	-2.0	2.0	1.0	1.0	1.0	2.0	2.0	0.0									1	1	1	1	0	1	0	2	0	2	2	2	2	0	2	0	5.0	6.0	17 minutter 23 sekunder
520	12736546	Y	30-44	O	IB		N		Hen	N			Bi		Q				Skeiv	N										Y					1.0	U		3-11 måneder siden	6-9 ganger	Y	N	N	-1.0	1.0	0.0	-1.0	1.0	1.0	-2.0	-2.0	-2.0	-2.0	Y	U			U				U		-2.0	-2.0		0.0	-2.0	-1.0		1.0	-2.0	1.0	1.0	1.0	-1.0	2.0	0.0	2.0	1.0	1.0	2.0	-1.0									1	1	2	1	2	1	2	2	1	2	2	2	2	1	2	1	6.0	3.0	8 minutter 48 sekunder
521	12741004	Y	30-44	V	K		N		Hun/Henne	U				LG					Lesbisk	N										Y					0.0	N		3-11 måneder siden	1-2 ganger	Y	N	N	-2.0	-2.0	0.0	2.0	-1.0	1.0	-2.0	-2.0	-2.0	2.0	N	N	Y_Pos						U		-2.0	0.0			0.0	-2.0	-1.0	1.0	0.0	2.0	2.0	2.0	-1.0	2.0	-1.0	-2.0	2.0		1.0	1.0									2	2	2	2	2	2	2	2	0	1	0	2	1	-2	2	2	6.0	5.0	37 minutter 29 sekunder
522	12742760	Y	16-29	O	SU		SU		Hun/de	N			Bi		Q					N										Y					1.0	Y		Mindre enn 3 måneder siden	40 ganger eller mer	N		Y	-1.0	-2.0	1.0	-1.0	1.0	0.0	-1.0	-1.0	2.0	2.0	N	Y			U			Y_Neg			-1.0	-1.0		1.0	-1.0	-2.0	2.0	2.0	-2.0	2.0	2.0	-1.0	0.0	2.0	2.0	2.0	1.0	2.0	1.0	-1.0									2	2	2	0	1	2	-1	1	2	2	2	2	0	-1	1	-1	5.0	3.0	31 minutter 25 sekunder
523	12743067	Y	45-60	V	K		Y		Hun henne	N				LG	Q	Fluid				N										Y					2.0	U	Østlending	Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-2.0	-2.0	-2.0	0.0	-1.0	-1.0	-1.0	-1.0	-2.0	2.0	N	N				N				N						-2.0	-2.0	2.0		2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	0.0		2.0									2	2	2	2	2	2	2	2	-2	-2	-2	-2	-2	-2	2	1	7.0	7.0	9 minutter 47 sekunder
524	12775544	Y	16-29	O	M		Y		Han/han	N				LG						N										Y					2.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	Y	Y	0.0	-1.0	-2.0	1.0	0.0	0.0	-1.0	-1.0	-2.0	1.0	N	N	Y_Pos				Y_Pos				2.0	1.0		1.0	2.0	-2.0	-2.0	2.0	-1.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	1.0	0.0	1.0	2.0									1	1	1	0	1	-1	1	-1	-2	2	2	2	2	1	2	-1	3.0	6.0	14 minutter 41 sekunder
525	12822378	Y	30-44	T	K		Y		Hun/henne/hen	N			Bi							N												I			0.0	Y		3-11 måneder siden	6-9 ganger	Y	N	N	0.0	1.0	-2.0	-1.0	-2.0	0.0	0.0	0.0	-1.0	1.0	N	N			U				U		-2.0	-2.0		-2.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	1.0	-2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0									2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	7.0	5.0	15 minutter 27 sekunder
526	12829177	Y	16-29	O	K		Y		Hun/henne	N			Bi	LG					Lesbisk	Y				LG						Y					2.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	Y	Y	1.0	0.0	0.0	0.0	1.0	0.0	1.0	-1.0	-1.0	1.0	N	N	Y_Pos					Y_Neg			-1.0	-2.0		-2.0	-1.0	-2.0	-1.0	2.0	1.0	2.0	2.0	1.0	-2.0	1.0	-2.0	2.0	1.0	1.0	2.0	1.0									2	2	2	2	2	2	2	1	1	2	-1	1	2	2	2	2	6.0	5.0	11 minutter 58 sekunder
527	12840539	Y	16-29	V	K	Dame	Y		Hun/henne	N			Bi		Q				Skeiv	N												I			1.0	Y		Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	0.0	-2.0	0.0	0.0	-1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-1.0	-1.0	1.0		1.0		2.0	2.0	2.0	-2.0	-1.0	-2.0	-2.0	2.0			2.0									0	-1	0	1	0	1	-2	-1	-2	1	0	2	1	-2	0	-2	1.0	7.0	13 minutter 44 sekunder
528	12842295	Y	Over_60	O	SU	Kvinne	SU		Hun	N							SU		Bi	SU						Fluid						I			-2.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	Y	Y	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	N	N			U					N						2.0				2.0	2.0	2.0																	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	-2	4.0	4.0	11 minutter 16 sekunder
529	12864723	Y	30-44	V	K		Y		Hun/henne	N			Bi						Bifil	N												I			2.0	U	Helseutfordringer, både fysisk og psykisk. Usynlig syk. .	Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	1.0	1.0	1.0	-2.0	1.0	1.0	-2.0	0.0	-2.0	2.0	N	N	Y_Pos							N	2.0	2.0		2.0	1.0	-2.0	-2.0	2.0	1.0	2.0	2.0	0.0	-2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0									2	2	2	2	2	2	2	2	-1	2	2	2	2	1	2	2	6.0	5.0	25 minutter 16 sekunder
530	12873821	Y	16-29	O	M	Mann av praktiske grunner, egt ganske ikkje-binær	N		Han/hen	N			Bi		Q					N											S				1.0	N		3-11 måneder siden	3-5 ganger	Y	N	Y	-2.0	-1.0	-2.0	-1.0	1.0	-1.0	-2.0	-2.0	-2.0	1.0	N	N				N				N	-2.0	-2.0	-2.0	-2.0	-2.0	0.0	1.0	2.0	-1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	0.0	0.0	0.0	1.0									2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	5.0	5.0	12 minutter 47 sekunder
531	12877438	Y	16-29	V	SU		Y		Hun/henne	N				LG	Q					SU			Bi	LG	Q	Fluid						I		U	0.0	N		3-11 måneder siden	1-2 ganger	Y	N	Y	-1.0	-1.0	-1.0	-1.0	-2.0	-1.0	-2.0	-2.0	-2.0	1.0	N	N				N				N	-1.0	-1.0		-1.0	-2.0	2.0	2.0	2.0			1.0	2.0	1.0	0.0			0.0	0.0	0.0										2	0	2	2	2	2	2	1	2	-1	-1	1	-1	-2	1	1	5.0	3.0	22 minutter 2 sekunder
532	12877513	Y	16-29	O	K		Y		hun/henne	N				LG						N												I			0.0	N		Mindre enn 3 måneder siden	3-5 ganger	Y	Y	Y	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-2.0	-2.0	-1.0	2.0	N	Y			U				U		2.0	-1.0		-2.0	1.0	-1.0	1.0	1.0	-2.0	2.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	0.0	2.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.0	3.0	22 minutter 8 sekunder
533	12888423	Y	16-29	O	K		Y		Hun/henne	N			Bi		Q					SU				LG			SU						N		1.0	Y		Mindre enn 3 måneder siden	20-39 ganger	Y	Y	N	-1.0	-1.0	-2.0	-2.0	-1.0	-1.0	0.0	-2.0	-1.0	1.0	N	N				N				N		1.0		1.0	0.0	2.0	1.0	1.0	-2.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	0.0	2.0	2.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	0	7.0	2.0	22 minutter 29 sekunder
534	12890614	Y	16-29	O	IB		N		Hen, de eller Hin	N	Ace									N										Y	S				0.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	Y	N	-1.0	-1.0	0.0	-1.0	1.0	1.0	-2.0	-1.0	0.0	0.0	Y	Y		Y_Neg	U			Y_Neg	U		-2.0	-2.0		-1.0	-1.0	1.0	1.0	2.0	-1.0	1.0	1.0	-1.0	-2.0	1.0	1.0	1.0	1.0	2.0	0.0	-1.0									2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	0	6.0	3.0	20 minutter 35 sekunder
535	12891663	Y	16-29	O	K		Y		Ho/henne	N			Bi		Q				Bifil	N													N		1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	Y	N	0.0	-1.0	1.0	0.0	1.0	1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-2.0		0.0	0.0	-1.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	2.0	-2.0	-2.0	2.0	0.0	0.0	0.0									2	2	2	1	2	0	2	2	0	2	2	2	2	0	2	0	6.0	4.0	43 minutter 9 sekunder
536	12891996	Y	16-29	V	K		Y		hun/henne	N			Bi						BISEKSUELL	N												I	N		1.0	N		3-6 år siden	3-5 ganger	N		N					-1.0	-1.0	-2.0	-2.0	0.0	0.0	N	N			U	N			U	N		-1.0			-2.0	2.0		2.0	-1.0		0.0	-2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	-2.0									2	1	1	2	2	2	2	1	0	-2	-1	1	0	-2	1	-1	6.0	2.0	17 minutter 19 sekunder
537	12894935	Y	30-44	O	M		Y		Han	N					Q				Bifil	Y		Het										I			0.0	N		Mindre enn 3 måneder siden	6-9 ganger	N		Y	0.0	-2.0	-2.0	0.0	-1.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N	Y_Pos				1.0	1.0		1.0		-2.0	1.0	1.0	0.0	2.0	2.0	2.0	-2.0	1.0	-2.0	1.0	2.0		0.0	2.0									1	0	0	1	1	0	1	-1	-1	-2	-2	-2	1	-2	0	-2	4.0	5.0	1 time 44 minutter 17 sekunder
538	12897853	Y	16-29	T	SU	Forvirring	SU		Hun/hen	N			Bi						Bifil	N											S				2.0	U	Psykisk syk	Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	1.0	2.0	0.0	-2.0	1.0	1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	1.0	1.0		-1.0	0.0	-2.0	-2.0	2.0	0.0	2.0	0.0	0.0	-2.0	2.0	1.0	1.0	1.0	-1.0	1.0	0.0									2	2	2	2	2	0	0	1	1	2	1	0	2	2	2	1	5.0	6.0	12 minutter 34 sekunder
539	12897976	Y	16-29	T	IB	Ikke-binær	N		Hen/de/dem	U	Ace		Bi		Q	Fluid				N										Y					2.0	U	Har en lite anerkjente psykisk lidelse	Mindre enn 3 måneder siden	3-5 ganger	Y	N	Y	-1.0	-1.0	1.0	-1.0	1.0	2.0	-2.0	-2.0	-1.0	1.0	Y	N				N				N	-2.0	0.0		-1.0	-1.0	-2.0	1.0	2.0	0.0	2.0	2.0	1.0	-2.0	1.0	1.0	2.0	1.0	1.0	2.0	2.0									2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	5.0	5.0	20 minutter 37 sekunder
540	12898192	Y	16-29	O	K		Y		Hun	N				LG						N												I			-2.0	U	Over 140 i IQ	Mindre enn 3 måneder siden	10-19 ganger	Y	Y	N	2.0	2.0	2.0	2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N		Y_Neg			2.0	2.0				2.0		-2.0				2.0		-2.0	-2.0	-2.0	2.0	-1.0	-1.0	2.0									-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	-2	1.0	6.0	7 minutter 17 sekunder
541	12899488	Y	30-44	O	K		Y		hun/henne	N			Bi							N												I			2.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	Y	N	-1.0	-1.0	2.0	-1.0	0.0	0.0	-1.0	-1.0	-2.0	1.0	N	N				N				N	-2.0	-2.0		1.0	-2.0	0.0	-2.0	2.0	0.0	2.0	2.0	1.0	-2.0	1.0	-2.0	-1.0	2.0	0.0	0.0	1.0									2	1	1	1	2	2	1	1	2	0	0	0	-1	-2	2	0	6.0	2.0	40 minutter 23 sekunder
542	12899494	Y	30-44	V	K		Y		Hun/henne	N	Ace		Bi							N												I			2.0	Y		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	1.0	1.0	0.0	0.0	0.0	-1.0	-2.0	-2.0	-2.0	2.0	N	U			U				U		2.0	-1.0		1.0	-1.0	-1.0		2.0	-1.0	2.0	1.0	1.0	-2.0	2.0	0.0	-1.0	1.0	2.0	1.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.0	5.0	13 minutter 36 sekunder
543	12911227	Y	30-44	V	K		Y		Hun	N				LG					Skeiv	N													N		1.0	N		Mindre enn 3 måneder siden	3-5 ganger	Y	N	Y	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	U				N				N	1.0	1.0	1.0					2.0		2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0		-2.0	2.0									1	1	2	1	2	1	0	0	0	0	0	0	0	0	2	0	4.0	7.0	10 minutter 36 sekunder
544	12919211	Y	30-44	O	K	Kvinne	Y		Hun/henne	N				LG					Lesbisk	N													N		1.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-1.0	-1.0	1.0	-1.0		1.0	-1.0	1.0	-1.0	2.0	1.0	1.0	1.0	2.0	-1.0	-1.0	1.0	1.0	1.0	2.0									2	1	1	1	2	1	1	1	1	1	1	1	-1	1	2	1	6.0	3.0	8 minutter 18 sekunder
545	12922095	Y	16-29	T	K		Y		hun/henne	N			Bi							N													N		0.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-2.0	-1.0	-2.0	-2.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		1.0		-2.0		2.0	0.0	2.0	1.0	2.0	-2.0	2.0	-2.0	-2.0	0.0	0.0	0.0	1.0									2	2	1	1	1	2	1	0	1	2	2	2	2	1	2	-1	6.0	5.0	58 minutter 8 sekunder
546	12952481	Y	30-44	O	K	Lesbisk	Y		hun/henne	N				LG					Homofil/Lesbisk	N											S				1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	2.0	2.0	2.0	-2.0	0.0	1.0	-2.0	-2.0	-2.0	2.0	N	Y				N		Y_Neg			1.0	1.0		1.0	-1.0	-1.0	-1.0	2.0	1.0	2.0	2.0	2.0	-2.0	2.0	-1.0	-2.0	2.0	0.0	2.0	2.0									2	1	2	2	2	0	1	0	1	2	2	2	2	0	2	1	5.0	5.0	20 minutter 10 sekunder
547	12967489	Y	30-44	N	K	lesbisk	Y		hun/henne	N				LG						Y								NONE	seksuelt tiltrukket av enkelte menn	Y					2.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	Y	0.0	0.0	1.0	1.0	1.0	0.0	1.0	-1.0	-2.0	2.0	N	Y	Y_Pos							N	2.0	1.0		1.0	1.0	-2.0	-2.0	2.0	1.0	2.0	2.0	2.0	-2.0	2.0	1.0	1.0	2.0	0.0	1.0	1.0									2	2	1	1	2	2	-1	2	2	2	2	2	-1	-1	2	2	6.0	5.0	12 minutter 33 sekunder
548	12979890	Y	30-44	N	K		Y		hun/henne	N			Bi		Q					Y			Bi		Q								N		2.0	N		3-11 måneder siden	6-9 ganger	N		N	-1.0	-1.0	-1.0	-1.0	1.0	1.0	-2.0	-2.0	-2.0	1.0	N	N			U					N	-2.0	-2.0	0.0	-2.0	-2.0	-2.0	0.0	2.0	-2.0	1.0	1.0	-1.0	1.0	2.0	2.0	-1.0	-1.0	1.0	2.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	2.0	18 minutter 45 sekunder
549	12981392	Y	16-29	V	IB		N		hen	N			Bi		Q					N											S				1.0	Y		Mindre enn 3 måneder siden	6-9 ganger	Y	N	Y	-1.0	-1.0	-1.0	-1.0	0.0	1.0	1.0	-1.0	-1.0	0.0	U	U			U				U		-2.0	1.0		-2.0	-1.0	-1.0	2.0	2.0	-2.0	1.0	0.0	-1.0	-1.0	1.0	2.0	2.0	0.0	1.0	1.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.0	2.0	19 minutter 34 sekunder
